id,content,post_code,class_code,class_name,time,good_count,comment_count,Root_code
3357102,不是很在意 不保研,202503140134249779P2,20220429RUC01,投稿, 8小时前,1,0,202503140132381050P1
3357092,留档就不好了,202503140133110311P2,20220429RUC01,投稿, 8小时前,1,0,202503140132381050P1
3357132,不卷就躺平吗 这是我们个人的选择 为什么要对我们的努力指指点点呢 我们也没做什么不好的事情啊 小登,202503140143487081P2,20220429RUC01,投稿, 7小时前,1,0,202503140129511052P1
3357126,可以转，但慎重,202503140140599426P2,20220429RUC01,投稿, 8小时前,2,0,202503140129511052P1
3357124,能差多少，看一看考公岗位就知道了，都是史😊,202503140139432081P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357123,岗位少的可怜😆,202503140139066250P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357122,这是党史，不是历史,202503140138565158P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357120,洞见！,202503140138427061P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357119,学历史的出来能干啥,202503140138414109P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357116,党院还不如马院呢,202503140138262610P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357111,太搞了，风气也不如马院,202503140136307855P2,20220429RUC01,投稿, 8小时前,2,0,202503140129511052P1
3357109,🤣🤣🤣,202503140135496758P2,20220429RUC01,投稿, 8小时前,3,0,202503140129511052P1
3357105,都不知道一天卷什么，高高兴兴念大学来了又不是念高四来了,202503140135271423P2,20220429RUC01,投稿, 8小时前,4,0,202503140129511052P1
3357103,一堆3.8，好几个3.9，无限逼近4.0的那种，还来吗😆,202503140135029721P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357099,3.8+一堆,202503140134087167P2,20220429RUC01,投稿, 8小时前,2,0,202503140129511052P1
3357097,卷死人，异化竟是我自己,202503140133458236P2,20220429RUC01,投稿, 8小时前,1,0,202503140129511052P1
3357096,怎么说啊 比马院卷吗 dang院卷到什么程度 绩点对应排名怎么样,202503140133422474P2,20220429RUC01,投稿, 8小时前,2,0,202503140129511052P1
